geom,scalerank,featurecla,type,name,abbrev,location,gps_code,iata_code,wikipedia,natlscale,comments,wikidataid,name_ar,name_bn,name_de,name_en,name_es,name_fr,name_el,name_hi,name_hu,name_id,name_it,name_ja,name_ko,name_nl,name_pl,name_pt,name_ru,name_sv,name_tr,name_vi,name_zh,wdid_score,ne_id
"POINT (85.8168899544429 20.2526659754734)","8",Airport,mid,Biju Patnaik,BBI,terminal,VEBS,BBI,http://en.wikipedia.org/wiki/Biju_Patnaik_Airport,10.000,,Q598850,,বিজু পট্টনায়েক আন্তর্জাতিক বিমানবন্দর,Flughafen Bhubaneswar,Biju Patnaik Airport,Aeropuerto Biju Patnaik,,,बीजू पटनायक हवाई अड्डा,,,,ビジューパトナイク国際空港,,,Port lotniczy Bhubaneswar,,Аэропорт Биджу Патнаик,Bhubaneswar,,,Biju Patnaik國際機場,"4","1159114753"
"POINT (-161.83898695944 60.7787379834088)","8",Airport,mid,Bethel,BET,runway,PABE,BET,http://en.wikipedia.org/wiki/Bethel_Airport,10.000,,Q619997,,,Flughafen Bethel,Bethel Airport,Aeropuerto de Bethel,aéroport de Bethel,,,,,,ベセル空港,,,Port lotniczy Bethel,,Бетел,,,,伯特利機場,"4","1159114773"
"POINT (-73.1809207725361 7.12770915402685)","8",Airport,mid,Palonegro,BGA,terminal,SKBG,BGA,http://en.wikipedia.org/wiki/Palonegro_International_Airport,10.000,,Q2674281,,,,Palonegro International Airport,Aeropuerto Internacional Palonegro,aéroport international Palonegro,,,,Bandar Udara Internasional Palonegro,,ブカラマンガ,,,Port lotniczy Palonegro,Aeroporto Internacional Palonegro,,Palonegro International Airport,,Sân bay quốc tế Palonegro,帕洛內格羅國際機場,"4","1159114791"
"POINT (-86.7523773615462 33.5618672828058)","8",Airport,major,Birmingham Int'l,BHM,terminal,KBHM,BHM,http://en.wikipedia.org/wiki/Birmingham_International_Airport_(US),10.000,,Q865724,,,Birmingham-Shuttlesworth International Airport,Birmingham-Shuttlesworth International Airport,Aeropuerto Internacional Birmingham-Shuttlesworth,,,,,,Aeroporto di Birmingham,バーミングハム国際空港,,Birmingham-Shuttlesworth International Airport,Port lotniczy Birmingham-Shuttlesworth,Aeroporto Internacional de Birmingham-Shuttlesworth,,Birmingham-Shuttlesworth International Airport,,Sân bay quốc tế Birmingham,伯明翰－沙特尔斯沃思国际机场,"4","1159114807"
"POINT (141.470407303097 -31.998996737463)","8",Airport,mid,Broken Hill,BHQ,terminal,YBHI,BHQ,http://en.wikipedia.org/wiki/Broken_Hill_Airport,10.000,,Q17528,,,Flughafen Broken Hill,Broken Hill Airport,Aeropuerto de Broken Hill,aéroport de Broken Hill,,,,,aeroporto di Broken Hill,ブロークン・ヒル空港,,Broken Hill Airport,Port lotniczy Broken Hill,,,Broken Hill Airport,,,布羅肯希爾機場,"4","1159114825"
"POINT (-108.536929388125 45.8036855715278)","8",Airport,major,Logan Int'l,BIL,terminal,KBIL,BIL,http://en.wikipedia.org/wiki/Billings_Logan_International_Airport,10.000,,Q598269,,,Billings Logan International Airport,Billings Logan International Airport,,Billings Logan International Airport,,,,Bandar Udara Internasional Logan Billings,Aeroporto Internazionale di Billings Logan,ビリングス・ローガン国際空港,,Billings Logan International Airport,Port lotniczy Billings Logan,,,,,,比靈斯Logan國際機場,"4","1159114843"
"POINT (-100.757471303717 46.7751066661614)","8",Airport,mid,Bismarck Muni.,BIS,terminal,KBIS,BIS,http://en.wikipedia.org/wiki/Bismarck_Municipal_Airport,10.000,,Q387593,,,,Bismarck Municipal Airport,Aeropuerto Municipal de Bismarck,aéroport municipal de Bismarck,,,,,,ビスマーク市営空港,,,Port lotniczy Bismarck,,Бисмарк,,,,俾斯麥市立機場,"4","1159114861"
"POINT (-101.478753382467 20.9858871211938)","8",Airport,mid,Del Bajio Int'l,BJX,terminal,MMLO,BJX,http://en.wikipedia.org/wiki/Del_Baj%C3%ADo_International_Airport,10.000,,Q1431200,,,Flughafen Del Bajío,Del Bajío International Airport,Aeropuerto Internacional Del Bajío,aéroport international del Bajío,,,,Bandar Udara Internasional Del Bajío,,グアナフアト国際空港,,,Port lotniczy León-Del Bajío,,Гуанахуато,Del Bajío International Airport,,Sân bay quốc tế Del Bajío,Del Bajío國際機場,"4","1159114875"
"POINT (5.603682560067 6.31716689207818)","8",Airport,mid,Benin,BNI,terminal,DNBE,BNI,http://en.wikipedia.org/wiki/Benin_Airport,10.000,,Q619881,,,,Benin Airport,,,,,,,Aeroporto di Benin,ベニン空港,,Benin Airport,Port lotniczy Benin,,,,,Sân bay Benin,貝南城,"4","1159114893"
"POINT (27.5164093662953 42.5670835487702)","8",Airport,major,Bourgas,BOJ,ramp,LBBG,BOJ,http://en.wikipedia.org/wiki/Burgas_Airport,10.000,,Q1324587,,,Flughafen Burgas,Burgas Airport,Aeropuerto de Burgas,aéroport de Bourgas,,,,,Aeroporto di Burgas,ブルガス国際空港,,Burgas Airport,Port lotniczy Burgas,Aeroporto Internacional de Burgas,Бургас,Burgas,Burgaz Havalimanı,Sân bay Burgas,布爾加斯機場,"4","1159114899"
"POINT (8.7858617703132 53.052287104156)","8",Airport,major,Bremen,BRE,terminal,EDDW,BRE,http://en.wikipedia.org/wiki/Bremen_Airport,10.000,,Q665365,مطار بريمن,ব্রেমেন বিমানবন্দর,Flughafen Bremen,Bremen Airport,Aeropuerto de Bremen,aéroport de Brême,,,Brémai repülőtér,,Aeroporto di Brema,ブレーメン空港,,Luchthaven Bremen,Port lotniczy Brema,Aeroporto de Bremen,Аэропорт Бремен,Bremens flygplats,,Sân bay Bremen,不来梅机场,"4","1159114933"
"POINT (-69.356102 10.0453)","8",Airport,mid,Jacinto Lara Int'l,BRM,terminal,SVBM,BRM,http://en.wikipedia.org/wiki/Jacinto_Lara_International_Airport,10.000,,Q2231932,,,,Jacinto Lara International Airport,Aeropuerto Internacional Jacinto Lara,aéroport international Jacinto Lara,,,,Bandar Udara Internasional Jacinto Lara,,ハシント・ララ国際空港,,,Port lotniczy Jacinto Lara,,,,,Sân bay quốc tế Jacinto Lara,Jacinto Lara國際機場,"4","1159114957"
"POINT (-97.431765340232 25.9062743545347)","8",Airport,mid,Brownsville-South Padre Island Int'l,BRO,terminal,KBRO,BRO,http://en.wikipedia.org/wiki/Brownsville/South_Padre_Island_International_Airport,10.000,,Q3385055,,,,Brownsville/South Padre Island International Airport,Aeropuerto Internacional de Brownsville/South Padre Island,,,,,,,Brownsville/South Padre Island国際空港,,,,,,,,,布朗斯維爾/南帕德雷島國際機場,"4","1159114971"
"POINT (-2.71086469134308 51.3862934189148)","8",Airport,major,Bristol Int'l,BRS,terminal,EGGD,BRS,http://en.wikipedia.org/wiki/Bristol_International_Airport,10.000,,Q8725,مطار بريستول,,Bristol Airport,Bristol Airport,Aeropuerto Internacional de Bristol,aéroport international de Bristol,Διεθνές Αεροδρόμιο Μπρίστολ,,,Bandar Udara Internasional Bristol,Aeroporto di Bristol,ブリストル空港,브리스틀 공항,Bristol International Airport,Port lotniczy Bristol,Aeroporto de Bristol,Бристоль,Bristol Airport,,Sân bay Bristol,布里斯托機場,"4","1159114989"
"POINT (-91.1567544048105 30.5326138040586)","8",Airport,major,Baton Rouge Metro,BTR,terminal,KBTR,BTR,http://en.wikipedia.org/wiki/Baton_Rouge_Metropolitan_Airport,10.000,,Q810875,,,Baton Rouge Metropolitan Airport,Baton Rouge Metropolitan Airport,,aéroport métropolitain de Bâton-Rouge,,,,,,バトンルージュ・メトロポリタン空港,,Baton Rouge Metropolitan Airport,,,,,,,巴吞魯日大都會機場,"4","1159115003"
"POINT (17.1999850022208 48.1698379062535)","8",Airport,major,Bratislava-M.R. Štefánik,BTS,terminal,LZIB,BTS,http://en.wikipedia.org/wiki/M._R._%C5%A0tef%C3%A1nik_Airport,10.000,,Q828379,,,Flughafen Bratislava,M. R. Štefánik Airport,Aeropuerto de Bratislava-Milan Rastislav Štefánik,aéroport M. R. Štefánik,,,Pozsonyi repülőtér,Bandar Udara Bratislava,Aeroporto Milan Rastislav Štefánik,ブラチスラヴァ空港,,Luchthaven Bratislava,Port lotniczy Bratysława,Aeroporto de Bratislava-M. R. Štefánik,Братислава-Иванка,Milan Rastislav Štefánik-flygplatsen,,Sân bay M. R. Štefánik,布拉提斯拉瓦機場,"4","1159115025"
"POINT (-73.1550787790668 44.4692066040732)","8",Airport,mid,Burlington Int'l,BTV,terminal,KBTV,BTV,http://en.wikipedia.org/wiki/Burlington_International_Airport,10.000,,Q2750047,مطار بورلينغتون الدولي,,Burlington International Airport,Burlington International Airport,Aeropuerto Internacional de Burlington,aéroport international de Burlington,,,,,,バーリントン国際空港,,,Port lotniczy Burlington,,,,,,伯林頓國際機場,"4","1159115045"
"POINT (-81.1093352429377 33.9342054584275)","8",Airport,major,Columbia Metro,CAE,terminal,KCAE,CAE,http://en.wikipedia.org/wiki/Columbia_Metropolitan_Airport,10.000,,Q1657258,,,,Columbia Metropolitan Airport,,,,,,,Aeroporto di Columbia Metropolitan,コロンビア都市圏空港,,,Port lotniczy Columbia,Aeroporto Metropolitano de Colúmbia,,,,,哥倫比亞大都會機場,"4","1159115063"
"POINT (75.950993063051 11.1395520526064)","8",Airport,major,Calicut Int'l,CCJ,terminal,VOCL,CCJ,http://en.wikipedia.org/wiki/Calicut_International_Airport,10.000,,Q573547,مطار كاليكوت,কালিকট আন্তর্জাতিক বিমানবন্দর,Calicut International Airport,Calicut International Airport,Aeropuerto Internacional de Calicut,Calicut International Airport,,कालीकट अंतर्राष्ट्रीय विमानक्षेत्र,,,Aeroporto Internazionale di Kozhikode,カリカット国際空港,,Calicut International Airport,,,,Calicut International Airport,,,科泽科德国际机场,"4","1159115083"
"POINT (96.8287472144207 -12.1851585953293)","8",Airport,mid,Cocos (Keeling) Islands,CCK,terminal,YPCC,CCK,http://en.wikipedia.org/wiki/Cocos_(Keeling)_Islands_Airport,10.000,,Q1105469,,,Cocos,Cocos,Aeropuerto de las Islas Cocos,aéroport des îles Cocos,,,,Bandar Udara Kepulauan Cocos,Aeroporto delle Isole Cocos e Keeling,ココス島国際空港,코코스 제도 공항,Cocos,Port lotniczy Wyspy Kokosowe,,Кокосовые острова,Kokosöarnas flygplats,,,科科斯機場,"4","1159115105"
"POINT (19.9147561641662 39.6067554505259)","8",Airport,mid,Corfu Int'l (Ioannis Kapodistrias),CFU,terminal,LGKR,CFU,http://en.wikipedia.org/wiki/Corfu_International_Airport,10.000,,Q1144233,,,Flughafen Korfu,Corfu International Airport,Aeropuerto Internacional de Corfú-Ioannis Kapodistrias,aéroport de Corfou,Κρατικός Αερολιμένας Κέρκυρας «Ιωάννης Καποδίστριας»,,Korfui nemzetközi repülőtér,Bandar Udara Internasional Corfu,Aeroporto di Corfù-Giovanni Capodistria,コルフ国際空港,코르푸 국제공항,Luchthaven Korfoe Ioannis Kapodistrias,Port lotniczy Korfu,,Керкира,Korfus flygplats,,Sân bay quốc tế Corfu,克基拉岛扬尼斯·卡波迪斯特里亚斯国际机场,"4","1159115125"
"POINT (125.690456812998 43.993011479577)","8",Airport,major,Changchun Longjia Int'l,CGQ,terminal,ZYCC,CGQ,http://en.wikipedia.org/wiki/Changchun_Longjia_International_Airport,10.000,,Q1197677,مطار تشانغتشون الدولي,,Flughafen Changchun,Changchun Longjia International Airport,Aeropuerto internacional de Changchun,aéroport international de Changchun Longjia,,,,Bandar Udara Internasional Longjia Changchun,,長春龍嘉国際空港,창춘 룽자 국제공항,Changchun Longjia International Airport,Port lotniczy Changchun-Longija,,Международный аэропорт Лунцзя,Changchun Longjia International Airport,Çangçun Longjia Uluslararası Havalimanı,Sân bay quốc tế Long Gia Trường Xuân,长春龙嘉国际机场,"4","1159115151"
"POINT (-80.0369337438262 32.8845301562965)","8",Airport,major and military,Charleston Int'l,CHS,terminal,KCHS,CHS,http://en.wikipedia.org/wiki/Charleston_International_Airport,10.000,,Q1163183,,,Flughafen Charleston,Charleston International Airport,Aeropuerto Internacional de Charleston,aéroport international de Charleston,,,,,,チャールストン国際空港,,,Port lotniczy Charleston,,,,,Sân bay quốc tế Charleston,查爾斯頓國際機場,"2","1159115179"
"POINT (77.038893772262 11.0301415125983)","8",Airport,mid,Coimbatore,CJB,terminal,VOCB,CJB,http://en.wikipedia.org/wiki/Coimbatore_Airport,10.000,,Q505572,كويمباتور المطار الدول,,Peelamedu International Airport,Coimbatore Airport,Aeropuerto de Coimbatore,aéroport international de Coimbatore,,कोयम्बतूर विमानक्षेत्र,,Bandar Udara Internasional Coimbatore,,コーヤンブットゥール空港,,,Port lotniczy Coimbatore,,Коимбатор международный аэропорт,Coimbatore International Airport,,Sân bay Coimbatore,哥印拜陀國際機場,"4","1159115195"
"POINT (23.6869812680486 46.7826626340243)","8",Airport,mid,Someseni,CLJ,ramp,LRCL,CLJ,http://en.wikipedia.org/wiki/Cluj-Napoca_International_Airport,10.000,,Q1068685,مطار كلوج نابوكا الدولي,,Flughafen Cluj,Cluj International Airport,Aeropuerto de Cluj-Napoca,aéroport international de Cluj,,,Kolozsvári nemzetközi repülőtér,,Aeroporto di Cluj-Napoca-Someșeni,クルジュ＝ナポカ国際空港,,Internationale luchthaven van Cluj-Napoca,Port lotniczy Kluż-Napoka,,,,,,克盧日國際機場,"4","1159115215"
"POINT (-77.8451039935167 21.4247037281961)","8",Airport,mid,Ignacio Agramonte,CMW,terminal,MUCM,CMW,http://en.wikipedia.org/wiki/Ignacio_Agramonte_International_Airport,10.000,,Q3086164,,,,Ignacio Agramonte International Airport,Aeropuerto Internacional Ignacio Agramonte,aéroport international Ignacio Agramonte,,,,Bandar Udara Internasional Ignacio Agramonte,,イグナシオ・アグラモンテ国際空港,,,Port lotniczy Ignacio Agramonte,Aeroporto Internacional Ignacio Agramonte,,Ignacio Agramonte International Airport,,Sân bay quốc tế Ignacio Agramonte,Ignacio Agramonte國際機場,"4","1159115239"
"POINT (-106.464444809692 42.8971900483006)","8",Airport,major,Casper/Natrona County Int'l,CPR,terminal,KCPR,CPR,http://en.wikipedia.org/wiki/Casper/Natrona_County_International_Airport,10.000,,Q1048131,,,Casper/Natrona County International Airport,Casper–Natrona County International Airport,,aéroport de Casper-Comté de Natrona,,,,,,Natrona County国際空港,,,Port lotniczy Casper/Hrabstwo Natrona,,,,,,卡斯珀-納特羅納縣國際機場,"4","1159115255"
"POINT (120.550770223914 15.1876422423888)","8",Airport,major,Clark Int'l,CRK,ramp,RPLC,CRK,http://en.wikipedia.org/wiki/Clark_International_Airport,10.000,,Q692279,مطار كلارك الدولي,,Flughafen Angeles City,Clark International Airport,Aeropuerto Internacional de Clark,aéroport international de Diosdado Macapagal,,,,Bandar Utara Internasional Diosdado Macapagal,aeroporto di Clark,クラーク国際空港,디오스다도 마카파갈 국제공항,Diosdado Macapagal International Airport,Port lotniczy Diosdado Macapagal,,,,,Sân bay quốc tế Clark,迪奧斯達多·馬卡帕加爾國際機場,"2","1159115281"
"POINT (-81.5964164667526 38.3705914372865)","8",Airport,major and military,Yeager,CRW,terminal,KCRW,CRW,http://en.wikipedia.org/wiki/Yeager_Airport,10.000,,Q2875740,,,,Yeager Airport,,aéroport Yeager de Charleston,,,,,,イェーガー空港,,,Port lotniczy Yeager,,,,,,Yeager機場,"4","1159115293"
"POINT (15.0674605007053 37.470072800341)","8",Airport,major,Catania Fontanarossa,CTA,terminal,LICC,CTA,http://en.wikipedia.org/wiki/Catania-Fontanarossa_Airport,10.000,,Q540273,مطار كاتانيا-فونتاناروسا,,Flughafen Catania,Catania-Fontanarossa Airport,Aeropuerto de Catania-Fontanarossa,aéroport de Catane-Fontanarossa,,,Catania-Fontanarossai nemzetközi repülőtér,Bandar Udara Catania-Fontanarossa,Aeroporto di Catania-Fontanarossa,カターニャ,,Luchthaven Catania-Fontanarossa,Port lotniczy Katania-Fontanarossa,,Катания,Catania-Fontanarossas flygplats,,Sân bay Catania-Fontanarossa,卡塔尼亞,"4","1159115313"
"POINT (-88.3242600415365 18.506434233376)","8",Airport,mid,Chetumal Int'l,CTM,terminal,MMCM,CTM,http://en.wikipedia.org/wiki/Chetumal_International_Airport,10.000,,Q1708773,,,,Chetumal International Airport,Aeropuerto Internacional de Chetumal,,,,,Bandar Udara Internasional Chetumal,,チェトゥマル国際空港,,,Port lotniczy Chetumal,,Четумаль,Chetumal International Airport,,Sân bay quốc tế Chetumal,切圖馬爾國際機場,"4","1159115333"
"POINT (-3.33956876429118 51.3986220911017)","8",Airport,major,Cardiff,CWL,terminal,EGFF,CWL,http://en.wikipedia.org/wiki/Cardiff_Airport,10.000,,Q8994,مطار كارديف الدولي,,Cardiff Airport,Cardiff Airport,Aeropuerto Internacional de Cardiff,aéroport international de Cardiff,,,,Bandar Udara Internasional Cardiff,Aeroporto di Cardiff,カーディフ空港,,Cardiff International Airport,Port lotniczy Cardiff,Aeroporto de Cardiff,Кардифф,Cardiff Airport,,Sân bay Cardiff,卡地夫國際機場,"4","1159115353"
"POINT (-79.879461638003 19.6898653962844)","8",Airport,mid,Gerrard Smith,CYB,terminal,MWCB,CYB,http://en.wikipedia.org/wiki/Gerrard_Smith_International_Airport,10.000,,Q3275688,,,,Charles Kirkconnell International Airport,Aeropuerto Internacional Charles Kirkconnell,,,,,Bandar Udara Internasional Gerrard Smith,,キャプテン・チャールズ・カークコーネル国際空港,,,Port lotniczy Gerrard Smith,,,Sir Charles Kirkconnell International Airport,,,Charles Kirkconnell國際機場,"4","1159115383"
"POINT (-86.9304064070436 20.5115543771647)","8",Airport,mid,Cozumel Int'l,CZM,terminal,MMCZ,CZM,http://en.wikipedia.org/wiki/Cozumel_International_Airport,10.000,,Q1431147,,,Flughafen Cozumel,Cozumel International Airport,Aeropuerto Internacional de Cozumel,,,,,Bandar Udara Internasional Cozumel,Aeroporto Internazionale di Cozumel,コスメル国際空港,,Cozumel International Airport,Port lotniczy Cozumel,,Косумель,Cozumel International Airport,,Sân bay quốc tế Cozumel,科蘇梅爾國際機場,"4","1159115401"
"POINT (-84.2204594238102 39.8990402865362)","8",Airport,major,James M. Cox Dayton Int'l,DAY,terminal,KDAY,DAY,http://en.wikipedia.org/wiki/Dayton_International_Airport,10.000,,Q1135486,,,Dayton International Airport,Dayton International Airport,Aeropuerto Internacional de Dayton,aéroport international de Dayton,,,,,Aeroporto Internazionale di Dayton,デイトン国際空港,,Dayton International Airport,,,,,,Sân bay quốc tế Dayton,代頓國際機場,"4","1159115417"
"POINT (148.569717 -32.218681)","8",Airport,mid,Dubbo,DBO,approximate,YSDU,DBO,http://en.wikipedia.org/wiki/Dubbo_Airport,10.000,,Q17542,,,Flughafen Dubbo City,Dubbo City Airport,Ciudad de Dubbo,aéroport de Dubbo,,,,,aeroporto di Dubbo City,ダボ空港,,,,,,Dubbo,,,多寶市支線機場,"4","1159115439"
"POINT (-77.0433373925631 38.8537162012123)","8",Airport,major,Washington Nat'l,DCA,terminal,KDCA,DCA,http://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport,10.000,,Q676576,مطار رونالد ريغان الوطني,,Ronald Reagan Washington National Airport,Ronald Reagan Washington National Airport,Aeropuerto Nacional Ronald Reagan de Washington,aéroport national Ronald Reagan,,,,Bandar Udara Nasional Ronald Reagan Washington,Aeroporto Nazionale di Washington-Ronald Reagan,ロナルド・レーガン・ワシントン・ナショナル空港,로널드 레이건 워싱턴 내셔널 공항,Ronald Reagan Washington National Airport,Port lotniczy Waszyngton-Reagan-National,Aeroporto Nacional Ronald Reagan de Washington,,Ronald Reagan Washington National Airport,,Sân bay quốc gia Ronald Reagan Washington,罗纳德·里根华盛顿国家机场,"4","1159115459"
